name,discipline,region,vertical,years_experience,seniority,domain,communication,timezone,bandwidth,availability_status,available_in_weeks
Rodney Evans,Other,EMEA,Healthcare,13,52,83,60,36,49,Available,0
Nicholas Carlson,Frontend,EMEA,FinTech,1,10,30,34,49,54,Available,0
Stephen Cowan,Networking,EMEA,Media,15,68,36,54,66,70,Available,0
Steven Howard,Backend,EMEA,Logistics,13,57,26,45,47,78,Available,0
Travis Hull,AI / ML,Americas,Healthcare,13,70,42,80,83,53,Partially committed,4
Darryl Acosta,Other,Americas,Gaming,0,0,28,28,99,98,Available,0
Nicholas Lawrence,Backend,Americas,Gaming,23,92,59,41,84,52,Partially committed,2
Jacob Santos,Frontend,APAC,Logistics,12,47,41,39,49,74,Partially committed,1
Shawn Scott,Frontend,Americas,Other,16,72,58,49,96,91,Available,0
Amber Vang,Cloud,EMEA,FinTech,7,29,33,32,48,47,Available,0
Martha Smith,Frontend,APAC,Government,13,62,19,64,15,43,Partially committed,3
Jennifer James,Backend,APAC,EdTech,9,29,39,38,22,76,Available,0
Kara Hernandez,Backend,EMEA,Gaming,8,38,6,43,59,55,Available,0
Lorraine Turner,Backend,EMEA,E-commerce,20,88,59,88,58,30,Fully booked,4
Mary Nelson,Frontend,EMEA,Telecom,13,46,31,38,62,50,Partially committed,3
Breanna Rivas,AI / ML,EMEA,Other,11,54,45,78,46,27,Available,0
Nathan Wilson,AI / ML,Americas,E-commerce,18,67,70,49,74,53,Available,0
Brian Gonzalez,Data / Database,APAC,Logistics,10,60,29,56,34,57,Available,0
Dennis Mills,DevOps,EMEA,Government,15,53,63,48,75,77,Available,0
Michael Phillips,DevOps,Americas,Logistics,12,57,38,55,71,78,Partially committed,4
Jon Clark,Cloud,EMEA,Government,21,98,80,80,54,41,Available,0
Erin Smith,Data / Database,Americas,EdTech,7,49,33,55,78,98,Partially committed,3
Susan Conley,Data / Database,EMEA,Government,11,54,32,41,56,34,Partially committed,3
Brittany Davis,DevOps,EMEA,EdTech,14,71,56,45,43,24,Available,0
Misty Garcia,Cloud,EMEA,SaaS,15,72,42,96,56,27,Available,0
David Hinton,Backend,Americas,FinTech,16,74,38,55,94,28,Partially committed,3
John Garcia,Backend,EMEA,SaaS,16,63,42,66,39,69,Available,0
Andrew Roberts,Backend,Americas,Media,6,27,37,16,92,94,Partially committed,2
Emily Rodgers,DevOps,Americas,Government,19,83,72,62,70,84,Fully booked,15
Peter Williams,Backend,APAC,Other,4,27,8,37,31,22,Partially committed,3
Mary Jackson,DevOps,Americas,Media,11,56,43,60,87,72,Partially committed,2
Jeffrey Howell,Data / Database,Americas,Media,11,35,52,4,86,89,Partially committed,4
Anna Briggs,Networking,Americas,Logistics,9,49,44,52,79,76,Partially committed,1
James Rivers,Frontend,Americas,Other,16,57,67,37,89,42,Available,0
James Jefferson,DevOps,Americas,FinTech,12,56,43,58,69,58,Partially committed,3
Mariah Robles,DevOps,APAC,Government,13,58,43,40,37,35,Available,0
Michael Brown,Backend,EMEA,FinTech,20,82,63,54,50,65,Available,0
Caitlin Perry,Data / Database,APAC,Logistics,16,59,50,51,31,25,Partially committed,1
Rebekah Gregory,Networking,APAC,SaaS,10,45,36,33,24,71,Partially committed,2
James Howard,Backend,EMEA,Media,15,69,55,53,70,38,Partially committed,4
Michael Roberson,AI / ML,Americas,Media,16,74,40,45,86,59,Available,0
Bianca Knapp,AI / ML,EMEA,Telecom,6,25,29,12,62,55,Available,0
Jason Williams,Cloud,Americas,Healthcare,16,62,41,70,90,47,Available,0
Ernest Bush,Networking,EMEA,SaaS,14,64,66,39,53,72,Available,0
Patricia Ray,DevOps,APAC,SaaS,11,44,0,45,31,88,Partially committed,4
Vanessa Santiago,Data / Database,Americas,Logistics,21,78,60,74,84,34,Available,0
Joseph Haynes,Other,APAC,FinTech,11,47,44,40,34,60,Available,0
Matthew Wright,Backend,Americas,Gaming,12,53,21,40,78,34,Partially committed,2
Michael Cruz,Frontend,EMEA,Other,7,47,43,51,48,47,Available,0
Kristin Huerta,Backend,EMEA,SaaS,6,50,44,66,67,41,Partially committed,1
Mason Moore,DevOps,EMEA,Healthcare,7,28,47,23,63,35,Available,0
Sarah Booth,Backend,EMEA,Gaming,5,21,0,33,47,82,Partially committed,3
John Allen,AI / ML,EMEA,Telecom,17,82,70,42,74,52,Available,0
Amber Walker,Data / Database,APAC,EdTech,8,33,29,36,22,48,Available,0
Jennifer Young,AI / ML,APAC,Telecom,7,30,48,41,29,58,Available,0
Robert West,Backend,Americas,Logistics,4,7,45,17,94,88,Available,0
Jillian Wilson,Backend,APAC,Government,8,37,28,37,40,79,Available,0
Matthew Garcia MD,Frontend,Americas,Logistics,4,24,44,17,75,72,Available,0
April Davis,Backend,Americas,Healthcare,20,83,49,67,87,37,Fully booked,4
Lisa Torres,Data / Database,APAC,E-commerce,15,70,19,75,25,55,Available,0
Christine Powers,Other,APAC,Other,9,36,57,28,32,37,Partially committed,2
Heidi Brown,Backend,Americas,Government,20,95,43,64,81,46,Partially committed,2
Jesse Castro,DevOps,APAC,EdTech,14,70,35,67,24,72,Partially committed,2
Kara Sandoval,Data / Database,APAC,Other,10,44,36,64,18,80,Partially committed,2
Ashley Malone,Frontend,APAC,Healthcare,0,0,34,4,40,52,Available,0
Glenn Gallegos,Data / Database,EMEA,Logistics,22,96,56,71,48,64,Partially committed,2
Dorothy Boyd,Frontend,EMEA,Media,4,22,43,40,70,74,Available,0
Amber Martin,AI / ML,Americas,Government,0,17,11,32,79,57,Available,0
Mitchell Griffith,Cloud,APAC,SaaS,15,70,37,26,33,67,Available,0
Levi Lopez,Backend,Americas,Other,24,99,57,81,97,72,Available,0
Jenna Bryant,DevOps,APAC,SaaS,17,78,77,85,24,68,Available,0
Michelle Rodriguez,Frontend,EMEA,E-commerce,13,61,44,57,60,33,Partially committed,4
Timothy Monroe,Cloud,APAC,Media,16,62,64,42,33,48,Fully booked,10
Patricia Hayes,Networking,APAC,E-commerce,13,67,47,51,21,61,Partially committed,2
Tina Taylor,Networking,APAC,Telecom,11,65,37,82,30,37,Available,0
Mr. Anthony Mcconnell PhD,Backend,EMEA,SaaS,12,56,41,66,62,86,Available,0
Mr. Thomas Thompson,Backend,EMEA,SaaS,11,52,40,60,72,62,Partially committed,4
Monica Anderson,Data / Database,EMEA,Healthcare,9,49,49,54,51,47,Available,0
Kyle Andrade,Other,Americas,Healthcare,7,35,58,33,85,48,Partially committed,1
Janice Petty,AI / ML,APAC,Logistics,11,44,48,44,27,43,Partially committed,3
Pamela Hill,Backend,EMEA,Gaming,4,16,51,32,57,76,Available,0
Tracy Chavez,Networking,Americas,E-commerce,11,48,30,57,76,73,Available,0
Jason Graves,AI / ML,EMEA,Media,10,30,37,61,53,46,Available,0
Elizabeth Miles,Backend,APAC,Media,6,28,26,55,43,89,Available,0
Michelle Walls,Networking,Americas,FinTech,12,54,49,32,83,48,Available,0
Christina Weber,Backend,EMEA,E-commerce,16,78,45,67,56,35,Fully booked,13
Gregory Chambers,Backend,EMEA,Gaming,13,68,56,69,46,62,Available,0
Miss Tina Gordon,Backend,Americas,Other,3,19,21,43,93,38,Available,0
Erica Wilson,Data / Database,Americas,Other,6,30,38,31,90,32,Available,0
John Duncan,AI / ML,Americas,Logistics,16,69,59,99,83,33,Available,0
Jennifer Adkins,Data / Database,Americas,SaaS,11,30,15,22,99,44,Partially committed,4
Donna Boone,Frontend,Americas,EdTech,9,46,70,33,77,72,Available,0
Kelly Johnson,Backend,EMEA,E-commerce,13,61,41,59,45,28,Partially committed,3
Michael Gonzalez,DevOps,Americas,Media,7,31,10,70,81,67,Partially committed,3
Candace Mitchell,DevOps,Americas,Media,12,52,47,39,74,72,Partially committed,3
Ryan Vaughn,DevOps,APAC,Telecom,6,23,37,33,30,90,Available,0
Paul Johnson,Frontend,EMEA,SaaS,11,38,42,59,56,48,Available,0
Ashley Parrish,Cloud,APAC,Logistics,8,56,53,53,40,46,Partially committed,4
Sharon Newton,AI / ML,EMEA,Government,0,18,40,29,50,99,Partially committed,4
Cynthia Mueller,Data / Database,EMEA,FinTech,12,59,49,62,58,81,Partially committed,4
Donna Beck,Cloud,EMEA,Other,13,50,52,54,57,50,Available,0
Jasmine Frye,AI / ML,Americas,FinTech,10,61,41,70,90,77,Available,0
Emily Arnold,DevOps,APAC,Healthcare,6,54,62,70,17,60,Partially committed,1
David Oliver,Cloud,EMEA,SaaS,18,77,31,68,46,51,Available,0
Sheila Greer,Cloud,EMEA,Media,12,53,47,55,49,99,Available,0
Michele Holland,Backend,EMEA,SaaS,7,41,39,49,44,79,Available,0
Kimberly Morrison,DevOps,APAC,Media,10,52,53,58,34,93,Partially committed,4
Tracey Phillips,AI / ML,EMEA,Healthcare,12,61,32,56,61,33,Available,0
Michael Lopez,Backend,APAC,Telecom,12,51,19,50,39,92,Available,0
Jose Bennett,AI / ML,APAC,Other,10,51,44,67,27,53,Available,0
Justin Anderson,DevOps,Americas,E-commerce,9,36,45,64,77,55,Available,0
Dawn Rivera,Data / Database,EMEA,Logistics,2,37,54,22,46,66,Partially committed,1
Brittney Hernandez,DevOps,EMEA,FinTech,3,22,16,36,68,71,Available,0
Anthony Randolph,Data / Database,APAC,EdTech,17,85,66,58,26,71,Available,0
Mary Henry,Networking,APAC,SaaS,5,25,69,33,21,78,Available,0
Heather Bowers,Data / Database,Americas,Other,7,36,33,49,90,45,Available,0
Daniel White,AI / ML,EMEA,Gaming,10,36,23,52,52,39,Available,0
Jonathan Perry,Data / Database,APAC,Logistics,11,68,38,57,17,49,Partially committed,4
Anna Walker,Cloud,EMEA,E-commerce,10,44,42,20,46,57,Partially committed,4
Gary Ward,Other,EMEA,Telecom,18,75,59,49,56,53,Available,0
Paul Moreno,Frontend,EMEA,Telecom,12,37,36,56,44,86,Available,0
Samantha Zavala MD,Cloud,APAC,EdTech,11,56,65,14,27,59,Available,0
Jill Conway,Frontend,EMEA,FinTech,8,33,24,58,46,99,Partially committed,3
Lisa Haley,Networking,APAC,Healthcare,17,93,26,79,19,77,Partially committed,2
Erica Moon,DevOps,Americas,Healthcare,1,26,47,57,77,54,Available,0
Janice Fernandez,AI / ML,Americas,E-commerce,14,56,15,50,84,19,Partially committed,3
Thomas Short,AI / ML,APAC,Healthcare,14,63,44,27,31,99,Available,0
Robert Griffin,Frontend,EMEA,FinTech,15,58,92,60,64,49,Available,0
Steven Lee,Frontend,Americas,Other,8,46,39,66,74,75,Available,0
Tiffany Jackson,DevOps,Americas,Gaming,12,47,28,62,96,43,Available,0
Kimberly Smith,Data / Database,APAC,Media,15,51,47,41,55,88,Partially committed,4
Michael Ayala,Frontend,APAC,Logistics,11,47,43,50,24,73,Partially committed,2
Jessica Garcia,Frontend,APAC,Government,16,69,51,52,10,31,Available,0
Michele Cherry,DevOps,APAC,Logistics,21,94,64,61,11,9,Partially committed,2
Maria Case,Frontend,APAC,Healthcare,5,39,22,58,23,62,Available,0
Brittany Stevens,AI / ML,APAC,Logistics,8,23,63,20,21,71,Available,0
Brandon Brown,Networking,APAC,Healthcare,9,48,45,37,28,71,Available,0
Kristin Andrews,Networking,EMEA,Healthcare,23,99,68,59,60,31,Partially committed,1
David Hughes,Frontend,EMEA,Media,4,34,27,21,42,46,Available,0
Jessica Smith,Frontend,EMEA,Media,16,83,67,68,53,12,Available,0
Kimberly May,DevOps,EMEA,EdTech,21,84,52,83,50,39,Available,0
Nicole Richards,Other,Americas,Gaming,8,39,43,42,99,25,Available,0
Angel Reilly,Backend,EMEA,Gaming,17,61,37,35,41,40,Partially committed,2
Richard Turner,Backend,Americas,Government,18,83,38,78,74,57,Available,0
Preston Kim,Frontend,Americas,FinTech,6,42,47,70,82,64,Available,0
Matthew Wells,Cloud,Americas,SaaS,12,46,38,39,74,43,Available,0
Brandy Myers,DevOps,APAC,FinTech,7,38,27,37,39,63,Partially committed,1
Kimberly Choi,Frontend,Americas,Government,8,30,31,47,72,89,Available,0
Michael Sloan,Data / Database,Americas,Gaming,8,37,50,66,73,53,Available,0
Monica Brooks,Cloud,Americas,EdTech,3,26,24,30,94,35,Available,0
Kristen Peters,Data / Database,APAC,FinTech,12,51,42,32,16,71,Partially committed,3
Aaron Carlson,Cloud,EMEA,E-commerce,12,35,45,51,63,81,Partially committed,1
Theresa Torres,Networking,EMEA,FinTech,13,55,19,64,50,41,Available,0
Stephanie Cooper,Cloud,Americas,Media,4,19,14,35,76,48,Partially committed,4
Matthew Hunt,DevOps,Americas,Government,15,57,52,45,77,15,Partially committed,2
Daniel Davenport,AI / ML,EMEA,FinTech,15,67,38,72,44,44,Partially committed,4
Christopher Marsh,AI / ML,EMEA,Government,3,10,48,37,64,45,Partially committed,2
Sarah Randolph,Backend,EMEA,E-commerce,11,57,56,43,56,24,Available,0
Julia Dunn MD,Frontend,EMEA,Gaming,17,75,61,63,64,44,Available,0
Brett Swanson,Networking,Americas,Gaming,8,26,65,19,94,60,Partially committed,2
Mr. Carl Rios,Backend,Americas,Healthcare,17,83,49,76,87,46,Fully booked,6
Manuel Mccullough,AI / ML,Americas,E-commerce,16,58,58,51,67,48,Available,0
Jerry Jensen,Frontend,EMEA,Telecom,8,36,31,37,45,89,Partially committed,3
Kevin Cunningham,AI / ML,APAC,FinTech,9,49,75,49,37,62,Partially committed,1
Eugene Patterson,DevOps,EMEA,FinTech,16,61,76,56,56,67,Partially committed,3
David Walker,Networking,EMEA,Healthcare,11,52,43,63,62,92,Available,0
Jessica Larsen,Backend,APAC,EdTech,15,61,53,64,27,74,Available,0
Nicholas Humphrey,Other,APAC,Media,6,32,57,39,24,54,Available,0
Ian Torres,Backend,EMEA,SaaS,12,53,42,62,62,18,Available,0
Casey Obrien,Backend,APAC,Logistics,6,22,28,41,11,54,Partially committed,1
Shannon Taylor,Frontend,APAC,Media,11,48,56,43,25,85,Available,0
Deborah Mercado,Other,APAC,Telecom,3,32,35,39,29,79,Partially committed,3
Bernard Smith,Data / Database,EMEA,Media,6,35,39,41,57,51,Partially committed,3
Amanda Perkins,Cloud,EMEA,Healthcare,18,75,40,69,42,50,Partially committed,2
Kevin Escobar,Cloud,APAC,E-commerce,16,72,25,56,15,54,Available,0
Kimberly Lutz,AI / ML,Americas,Telecom,13,62,49,51,78,41,Available,0
Reginald Diaz,Cloud,APAC,Logistics,4,28,47,67,27,49,Available,0
Raymond Quinn,DevOps,APAC,Media,8,44,36,60,44,44,Available,0
John Dixon,Cloud,EMEA,Gaming,12,74,65,51,46,61,Available,0
Jonathan Bates,Cloud,Americas,E-commerce,12,53,34,59,77,34,Available,0
Renee Mendez,Backend,APAC,SaaS,20,96,40,75,44,76,Available,0
Jose Griffin,Frontend,Americas,FinTech,11,58,42,59,93,54,Available,0
Travis Hopkins,Frontend,EMEA,Gaming,12,54,43,54,44,33,Available,0
Nancy Webb,Backend,Americas,Logistics,10,44,53,64,89,78,Partially committed,3
Daniel Freeman,Data / Database,EMEA,Healthcare,16,53,38,56,63,85,Available,0
Jacob Williams,DevOps,APAC,Other,7,47,58,48,30,99,Partially committed,3
Terry Ward,Other,EMEA,EdTech,17,64,77,72,43,81,Partially committed,1
Jesse Williams,Backend,Americas,Government,17,69,50,63,76,35,Partially committed,3
Mrs. Michele Boyd,Networking,Americas,Media,6,34,55,44,76,63,Partially committed,2
Sandy Baker,DevOps,Americas,Government,6,23,22,41,87,99,Available,0
Carrie Valdez,Backend,APAC,E-commerce,2,13,47,30,24,47,Available,0
Matthew Houston,DevOps,Americas,Healthcare,14,60,61,55,79,29,Available,0
Jamie Solomon,Other,Americas,EdTech,9,28,53,31,76,52,Available,0
Heather Parrish,Frontend,Americas,SaaS,3,7,33,18,66,43,Available,0
Mr. Larry Shaw,Data / Database,EMEA,Logistics,14,58,5,40,81,42,Available,0
Christopher Jones,Frontend,Americas,Logistics,21,99,46,55,86,34,Available,0
Christine Lopez,Backend,EMEA,Government,8,50,31,38,70,70,Partially committed,3
Mitchell Wilson,DevOps,Americas,Telecom,14,67,34,56,71,27,Partially committed,4
Robert Cortez,AI / ML,EMEA,Government,14,52,48,52,70,58,Available,0
Mr. Daniel Martin,Cloud,EMEA,EdTech,8,48,33,45,51,41,Available,0
Alison Williams,Data / Database,APAC,EdTech,13,68,34,26,33,64,Partially committed,4
Candace Soto,AI / ML,APAC,Logistics,10,44,27,69,38,70,Partially committed,1
Kenneth Brown,Backend,EMEA,Government,10,55,32,68,70,73,Available,0
Christopher Mullen,Cloud,EMEA,Gaming,11,56,59,59,55,73,Partially committed,1
Kristy Smith,Data / Database,APAC,Telecom,7,37,29,70,18,46,Available,0
Mary Campbell,AI / ML,EMEA,Other,13,70,38,46,55,52,Available,0
Jerry Haney,Networking,APAC,Logistics,8,47,34,75,34,86,Available,0
Carolyn Greer,AI / ML,APAC,Other,9,35,46,29,23,67,Partially committed,4
Rebecca Hoover,Backend,Americas,E-commerce,11,61,49,59,78,72,Available,0
Matthew Baker,Cloud,Americas,Media,4,32,0,23,67,35,Available,0
Grace Chavez,Cloud,APAC,E-commerce,10,51,56,50,18,75,Partially committed,3
Crystal Cruz,Cloud,APAC,Media,13,50,65,55,32,18,Available,0
Dale Heath,Data / Database,EMEA,EdTech,16,72,34,59,64,21,Partially committed,3
Jennifer Hernandez,Frontend,APAC,Telecom,12,59,31,65,39,36,Available,0
John Mendez,Backend,APAC,Healthcare,11,49,37,51,51,65,Available,0
Richard Gordon,Backend,Americas,Media,11,66,33,51,97,65,Fully booked,15
John Anderson,AI / ML,APAC,E-commerce,18,78,55,56,26,35,Partially committed,1
Samantha Prince,AI / ML,EMEA,Logistics,14,61,20,67,46,15,Partially committed,2
Marie Boyd,Frontend,APAC,Other,10,50,27,41,25,75,Partially committed,3
Andrew Moreno,Other,Americas,SaaS,7,24,60,50,76,72,Partially committed,4
Robert Clarke,Backend,Americas,Gaming,4,29,22,56,84,68,Available,0
Kevin Figueroa,Data / Database,Americas,Government,12,44,62,24,91,96,Available,0
Melissa Davis,Backend,Americas,Media,9,38,45,60,87,61,Available,0
John Hall,AI / ML,APAC,Other,10,46,16,77,44,37,Available,0
Diane Mcdowell,Cloud,EMEA,EdTech,11,51,52,54,59,82,Partially committed,2
Colin Fletcher,Backend,EMEA,Healthcare,13,61,44,64,42,46,Available,0
Laura Wilson,Cloud,EMEA,SaaS,13,49,40,64,49,54,Partially committed,2
Matthew Watts,Backend,APAC,Other,11,60,47,51,32,43,Partially committed,3
Jack Moore,Backend,APAC,SaaS,10,51,48,53,30,39,Partially committed,2
Dawn Wyatt,Backend,APAC,Media,4,10,45,12,41,55,Partially committed,1
Jacob Hill,Backend,EMEA,SaaS,6,31,53,43,55,90,Partially committed,2
Nicole Gutierrez,AI / ML,APAC,Other,12,47,50,56,26,35,Partially committed,1
Karen Wood,Cloud,APAC,Gaming,9,26,22,45,12,82,Partially committed,3
Dawn Parker,Backend,Americas,Gaming,13,62,39,71,74,17,Partially committed,2
Michael Fitzgerald,Backend,Americas,EdTech,19,81,94,54,85,82,Partially committed,4
Mary Adkins,Frontend,EMEA,SaaS,14,74,57,55,57,86,Partially committed,4
Michael Martin,Backend,Americas,Media,12,46,77,74,88,36,Available,0
James Morgan,Data / Database,Americas,Logistics,18,80,71,63,87,52,Available,0
Melissa Mann,Backend,Americas,EdTech,13,53,49,54,81,68,Available,0
Vincent Smith,Cloud,APAC,Telecom,8,43,44,46,18,45,Available,0
Charles Frost,Data / Database,Americas,Government,5,38,36,32,82,96,Available,0
Austin Walker,Backend,Americas,EdTech,11,44,19,70,82,57,Partially committed,1
Andrew Cruz,AI / ML,Americas,SaaS,5,42,37,39,96,47,Partially committed,1
Miss Kelly Dawson,Backend,APAC,SaaS,11,53,60,36,41,57,Available,0
Theresa Wilkins,Backend,EMEA,Government,14,53,38,45,50,41,Partially committed,3
Jessica Harris,Backend,APAC,Other,12,50,50,22,22,56,Partially committed,2
Regina Mitchell,Backend,APAC,Gaming,17,59,62,45,14,45,Partially committed,1
Kyle Black,Backend,Americas,E-commerce,18,74,39,48,80,36,Partially committed,1
Christopher Johnson,Backend,EMEA,Healthcare,14,69,41,68,50,68,Available,0
Aaron Moore,AI / ML,Americas,Healthcare,5,20,21,26,99,27,Available,0
Penny Gomez MD,Networking,Americas,Telecom,0,0,18,37,71,99,Available,0
Kelly Mclaughlin,Cloud,EMEA,EdTech,12,69,26,79,56,57,Available,0
Brandon Mitchell,Data / Database,EMEA,Media,3,23,21,47,49,98,Available,0
Suzanne Bailey,Data / Database,APAC,Telecom,9,46,61,45,28,76,Partially committed,3
Destiny Obrien,Backend,EMEA,Gaming,2,27,19,40,52,33,Partially committed,2
Timothy Andrews,Frontend,APAC,Government,3,14,36,11,36,64,Available,0
Jason Rodriguez,Backend,APAC,FinTech,13,61,39,54,32,18,Available,0
Edward Arroyo,Data / Database,Americas,EdTech,11,65,60,46,90,35,Available,0
Tina Walter,Frontend,Americas,E-commerce,9,38,60,54,74,55,Available,0
Laura Benson,Frontend,Americas,Telecom,1,0,44,61,93,51,Available,0
Kristine Carrillo,Backend,EMEA,Other,9,39,45,52,50,48,Available,0
Tonya Ellis,Backend,EMEA,FinTech,12,58,41,26,41,41,Partially committed,2
Kevin Johnson,Backend,APAC,E-commerce,6,20,20,30,26,99,Partially committed,1
Austin Schultz,Frontend,APAC,FinTech,13,54,73,54,29,58,Partially committed,2
Megan Hall MD,Backend,APAC,FinTech,12,50,33,51,16,68,Partially committed,2
Kelli Smith,Backend,EMEA,Media,12,62,54,46,64,53,Available,0
Danielle Davis,Frontend,APAC,SaaS,12,52,59,55,20,62,Available,0
Samantha Jones,Backend,APAC,Government,9,31,33,23,19,18,Partially committed,2
Karen Gomez,Frontend,EMEA,SaaS,15,74,63,49,55,85,Partially committed,4
Debra Valentine,Cloud,Americas,Gaming,15,47,58,57,91,42,Available,0
Susan Porter,Backend,EMEA,E-commerce,10,49,66,36,43,79,Available,0
Nicolas Salas,Backend,APAC,Healthcare,7,31,32,48,37,83,Available,0
Dale Wright,Frontend,Americas,Government,8,41,21,26,60,22,Available,0
Brittney Rodriguez,Backend,EMEA,EdTech,8,32,32,66,58,60,Partially committed,2
Megan Alvarado,Backend,Americas,Other,7,47,41,37,71,65,Available,0
Pamela Weaver,Other,Americas,Logistics,18,84,52,64,74,52,Partially committed,4
John Oliver,Networking,APAC,Government,3,23,28,41,45,61,Available,0
William Prince PhD,Frontend,EMEA,SaaS,4,18,8,26,45,53,Partially committed,2
William Moon IV,DevOps,APAC,Healthcare,20,79,60,67,27,36,Partially committed,2
Kenneth Brown,Backend,EMEA,Telecom,11,46,71,56,44,78,Available,0
Karen Fernandez,Frontend,EMEA,EdTech,3,37,41,57,63,66,Partially committed,2
Jennifer Parks,Cloud,EMEA,SaaS,20,71,62,71,59,56,Available,0
William Wolfe,Frontend,Americas,Other,9,38,49,42,87,26,Available,0
Michael Smith,Data / Database,Americas,Gaming,18,87,57,66,93,44,Partially committed,1
Kevin Nguyen,DevOps,APAC,Government,14,64,60,90,25,52,Partially committed,1
Debbie Dunn,DevOps,EMEA,Media,9,40,47,58,66,74,Available,0
John Austin,Other,EMEA,SaaS,19,93,49,59,70,13,Partially committed,4
Jonathan Clark,Networking,Americas,Healthcare,9,38,29,45,85,36,Available,0
Jacqueline Dickerson,Networking,EMEA,Gaming,13,65,42,53,44,89,Partially committed,2
